@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
4559,'2018/02/18 22:01:24:087',18,261.276093,-573.99585,2266.476074,64.77,104.14
4560,'2018/02/18 22:01:24:118',18,260.890778,-570.777954,2266.741455,64.77,104.14
4561,'2018/02/18 22:01:24:120',18,260.890778,-570.777954,2266.741455,64.77,104.14
4562,'2018/02/18 22:01:24:152',18,266.108124,-581.488037,2263.898682,64.77,104.14
4563,'2018/02/18 22:01:24:153',18,266.108124,-581.488037,2263.898682,64.77,104.14
4564,'2018/02/18 22:01:24:186',18,266.24173,-588.136841,2263.921143,64.77,104.14
4565,'2018/02/18 22:01:24:188',18,266.24173,-588.136841,2263.921143,64.77,104.14
4566,'2018/02/18 22:01:24:208',18,267.208405,-598.252197,2260.4646,64.77,104.14
4567,'2018/02/18 22:01:24:242',18,265.368073,-615.853882,2243.383545,64.77,104.14
4568,'2018/02/18 22:01:24:244',18,265.368073,-615.853882,2243.383545,64.77,104.14
4569,'2018/02/18 22:01:24:275',18,262.369995,-614.464844,2241.350098,64.77,104.14
4570,'2018/02/18 22:01:24:277',18,262.369995,-614.464844,2241.350098,64.77,104.14
4571,'2018/02/18 22:01:24:309',18,260.579773,-614.129333,2239.52002,64.77,104.14
4572,'2018/02/18 22:01:24:311',18,260.579773,-614.129333,2239.52002,64.77,104.14
4573,'2018/02/18 22:01:24:343',18,260.196564,-604.790527,2244.693359,64.77,104.14
4574,'2018/02/18 22:01:24:344',18,260.196564,-604.790527,2244.693359,64.77,104.14
4575,'2018/02/18 22:01:24:375',18,252.009033,-555.310791,2248.664795,64.77,104.14
4576,'2018/02/18 22:01:24:377',18,252.009033,-555.310791,2248.664795,64.77,104.14
4577,'2018/02/18 22:01:24:407',18,252.848129,-548.183472,2251.36792,64.77,104.14
4578,'2018/02/18 22:01:24:409',18,252.848129,-548.183472,2251.36792,64.77,104.14
4579,'2018/02/18 22:01:24:443',18,256.617523,-548.584839,2255.199707,64.77,104.14
4580,'2018/02/18 22:01:24:445',18,256.617523,-548.584839,2255.199707,64.77,104.14
4581,'2018/02/18 22:01:24:479',18,259.624054,-545.007263,2261.528564,64.77,104.14
4582,'2018/02/18 22:01:24:481',18,259.624054,-545.007263,2261.528564,64.77,104.14
4583,'2018/02/18 22:01:24:485',18,259.624054,-545.007263,2261.528564,64.77,104.14
4584,'2018/02/18 22:01:24:517',18,259.072998,-539.159485,2262.956055,64.77,104.14
4585,'2018/02/18 22:01:24:519',18,259.072998,-539.159485,2262.956055,64.77,104.14
4586,'2018/02/18 22:01:24:553',18,259.261108,-543.418823,2260.369629,64.77,104.14
4587,'2018/02/18 22:01:24:554',18,259.261108,-543.418823,2260.369629,64.77,104.14
4588,'2018/02/18 22:01:24:586',18,262.28064,-546.078125,2269.726074,64.77,104.14
4589,'2018/02/18 22:01:24:587',18,262.28064,-546.078125,2269.726074,64.77,104.14
4590,'2018/02/18 22:01:24:618',18,263.401825,-549.716309,2269.372314,64.77,104.14
4591,'2018/02/18 22:01:24:620',18,263.401825,-549.716309,2269.372314,64.77,104.14
4592,'2018/02/18 22:01:24:653',18,265.383514,-547.944458,2269.872559,64.77,104.14
4593,'2018/02/18 22:01:24:655',18,265.383514,-547.944458,2269.872559,64.77,104.14
4594,'2018/02/18 22:01:24:673',18,266.656097,-544.35437,2272.568115,64.77,104.14
4595,'2018/02/18 22:01:24:708',18,255.124207,-570.634155,2241.967773,64.77,104.14
4596,'2018/02/18 22:01:24:722',18,255.124207,-570.634155,2241.967773,64.77,104.14
4597,'2018/02/18 22:01:24:754',18,252.036194,-582.992981,2228.819092,64.77,104.14
4598,'2018/02/18 22:01:24:756',18,252.036194,-582.992981,2228.819092,64.77,104.14
4599,'2018/02/18 22:01:24:775',18,250.705139,-590.849426,2223.540283,64.77,104.14
4600,'2018/02/18 22:01:24:808',18,254.654205,-578.768433,2233.843262,64.77,104.14
4601,'2018/02/18 22:01:24:823',18,254.654205,-578.768433,2233.843262,64.77,104.14
4602,'2018/02/18 22:01:24:843',18,255.583557,-574.062134,2239.937744,64.77,104.14
4603,'2018/02/18 22:01:24:874',18,252.663177,-584.337402,2234.428711,64.77,104.14
4604,'2018/02/18 22:01:24:876',18,252.663177,-584.337402,2234.428711,64.77,104.14
4605,'2018/02/18 22:01:24:908',18,255.653427,-588.905334,2234.930176,64.77,104.14
4606,'2018/02/18 22:01:24:922',18,255.653427,-588.905334,2234.930176,64.77,104.14
4607,'2018/02/18 22:01:24:942',18,255.189209,-588.144287,2235.343262,64.77,104.14
4608,'2018/02/18 22:03:25:179',19,214.774353,-441.065002,1982.630493,64.77,125.73
4609,'2018/02/18 22:03:25:181',19,214.774353,-441.065002,1982.630493,64.77,125.73
4610,'2018/02/18 22:03:25:212',19,211.125473,-447.208252,1972.706909,64.77,125.73
4611,'2018/02/18 22:03:25:214',19,211.125473,-447.208252,1972.706909,64.77,125.73
4612,'2018/02/18 22:03:25:245',19,211.070007,-446.316406,1971.72229,64.77,125.73
4613,'2018/02/18 22:03:25:247',19,211.070007,-446.316406,1971.72229,64.77,125.73
4614,'2018/02/18 22:03:25:280',19,206.928665,-459.915405,1956.010498,64.77,125.73
4615,'2018/02/18 22:03:25:282',19,206.928665,-459.915405,1956.010498,64.77,125.73
4616,'2018/02/18 22:03:25:312',19,206.148682,-457.040649,1956.597046,64.77,125.73
4617,'2018/02/18 22:03:25:314',19,206.148682,-457.040649,1956.597046,64.77,125.73
4618,'2018/02/18 22:03:25:346',19,204.350418,-461.110413,1946.958618,64.77,125.73
4619,'2018/02/18 22:03:25:348',19,204.350418,-461.110413,1946.958618,64.77,125.73
4620,'2018/02/18 22:03:25:380',19,202.467606,-455.00882,1943.137817,64.77,125.73
4621,'2018/02/18 22:03:25:381',19,202.467606,-455.00882,1943.137817,64.77,125.73
4622,'2018/02/18 22:03:25:413',19,203.124557,-451.727936,1948.500977,64.77,125.73
4623,'2018/02/18 22:03:25:414',19,203.124557,-451.727936,1948.500977,64.77,125.73
4624,'2018/02/18 22:03:25:447',19,203.45433,-451.55835,1949.751587,64.77,125.73
4625,'2018/02/18 22:03:25:449',19,203.45433,-451.55835,1949.751587,64.77,125.73
4626,'2018/02/18 22:03:25:482',19,203.206879,-447.251526,1951.74646,64.77,125.73
4627,'2018/02/18 22:03:25:484',19,203.206879,-447.251526,1951.74646,64.77,125.73
4628,'2018/02/18 22:03:25:514',19,205.429993,-437.960693,1958.751343,64.77,125.73
4629,'2018/02/18 22:03:25:516',19,205.429993,-437.960693,1958.751343,64.77,125.73
4630,'2018/02/18 22:03:25:546',19,199.349487,-424.212372,1947.220825,64.77,125.73
4631,'2018/02/18 22:03:25:548',19,199.349487,-424.212372,1947.220825,64.77,125.73
4632,'2018/02/18 22:03:25:583',19,204.596069,-422.175598,1957.664551,64.77,125.73
4633,'2018/02/18 22:03:25:583',19,204.596069,-422.175598,1957.664551,64.77,125.73
4634,'2018/02/18 22:03:25:616',19,208.520523,-422.249847,1963.416504,64.77,125.73
4635,'2018/02/18 22:03:25:618',19,208.520523,-422.249847,1963.416504,64.77,125.73
4636,'2018/02/18 22:03:25:651',19,210.903625,-417.945374,1968.208984,64.77,125.73
4637,'2018/02/18 22:03:25:653',19,210.903625,-417.945374,1968.208984,64.77,125.73
4638,'2018/02/18 22:03:25:686',19,213.008728,-407.14212,1968.864502,64.77,125.73
4639,'2018/02/18 22:03:25:688',19,213.008728,-407.14212,1968.864502,64.77,125.73
4640,'2018/02/18 22:03:25:709',19,214.147751,-400.529053,1970.643921,64.77,125.73
4641,'2018/02/18 22:03:25:714',19,214.147751,-400.529053,1970.643921,64.77,125.73
4642,'2018/02/18 22:03:25:746',19,213.741577,-396.258484,1971.841309,64.77,125.73
4643,'2018/02/18 22:03:25:747',19,213.741577,-396.258484,1971.841309,64.77,125.73
4644,'2018/02/18 22:03:25:780',19,214.062057,-379.899536,1975.239624,64.77,125.73
4645,'2018/02/18 22:03:25:781',19,214.062057,-379.899536,1975.239624,64.77,125.73
4646,'2018/02/18 22:03:25:814',19,226.186615,-393.963409,1990.640015,64.77,125.73
4647,'2018/02/18 22:03:25:815',19,226.186615,-393.963409,1990.640015,64.77,125.73
4648,'2018/02/18 22:03:25:849',19,220.51033,-390.645813,1984.460327,64.77,125.73
4649,'2018/02/18 22:03:25:850',19,220.51033,-390.645813,1984.460327,64.77,125.73
4650,'2018/02/18 22:03:25:882',19,218.595535,-381.835297,1984.769287,64.77,125.73
4651,'2018/02/18 22:03:25:884',19,218.595535,-381.835297,1984.769287,64.77,125.73
4652,'2018/02/18 22:03:25:917',19,181.195282,-365.77829,2025.51123,64.77,125.73
4653,'2018/02/18 22:03:25:919',19,181.195282,-365.77829,2025.51123,64.77,125.73
4654,'2018/02/18 22:03:25:951',19,211.804779,-388.646576,1974.973633,64.77,125.73
4655,'2018/02/18 22:03:25:953',19,211.804779,-388.646576,1974.973633,64.77,125.73
4656,'2018/02/18 22:03:25:986',19,214.242386,-388.125122,2020.120605,64.77,125.73
4657,'2018/02/18 22:03:25:988',19,214.242386,-388.125122,2020.120605,64.77,125.73
4658,'2018/02/18 22:03:26:008',19,210.957367,-394.47287,1971.687744,64.77,125.73
4659,'2018/02/18 22:03:26:040',19,212.16713,-401.650879,1967.951538,64.77,125.73
4660,'2018/02/18 22:03:26:056',19,212.16713,-401.650879,1967.951538,64.77,125.73
4661,'2018/02/18 22:03:26:075',19,215.08783,-407.027435,1963.741333,64.77,125.73
4662,'2018/02/18 22:03:26:080',19,215.08783,-407.027435,1963.741333,64.77,125.73
4663,'2018/02/18 22:03:26:107',19,215.763733,-411.146912,1960.657227,64.77,125.73
4664,'2018/02/18 22:03:26:140',19,213.902893,-411.380341,1957.845093,64.77,125.73
4665,'2018/02/18 22:03:26:155',19,213.902893,-411.380341,1957.845093,64.77,125.73
4666,'2018/02/18 22:03:26:188',19,213.125961,-407.342102,1959.005249,64.77,125.73
4667,'2018/02/18 22:03:26:190',19,213.125961,-407.342102,1959.005249,64.77,125.73
4668,'2018/02/18 22:03:26:209',19,211.824738,-409.663605,1956.647095,64.77,125.73
4669,'2018/02/18 22:03:26:213',19,211.824738,-409.663605,1956.647095,64.77,125.73
4670,'2018/02/18 22:03:26:255',19,211.147537,-413.104248,1953.278442,64.77,125.73
4671,'2018/02/18 22:03:26:257',19,211.147537,-413.104248,1953.278442,64.77,125.73
4672,'2018/02/18 22:03:26:276',19,210.068527,-415.124115,1951.552734,64.77,125.73
4673,'2018/02/18 22:03:26:280',19,210.068527,-415.124115,1951.552734,64.77,125.73
4674,'2018/02/18 22:03:26:309',19,208.720078,-416.6409,1949.816528,64.77,125.73
4675,'2018/02/18 22:03:26:313',19,208.720078,-416.6409,1949.816528,64.77,125.73
4676,'2018/02/18 22:03:26:344',19,208.451248,-419.032776,1948.919678,64.77,125.73
4677,'2018/02/18 22:03:26:348',19,208.451248,-419.032776,1948.919678,64.77,125.73
4678,'2018/02/18 22:03:26:380',19,209.928497,-423.393433,1949.754028,64.77,125.73
4679,'2018/02/18 22:03:26:382',19,209.928497,-423.393433,1949.754028,64.77,125.73
4680,'2018/02/18 22:03:26:414',19,208.949203,-423.90741,1949.196655,64.77,125.73
4681,'2018/02/18 22:03:26:415',19,208.949203,-423.90741,1949.196655,64.77,125.73
4682,'2018/02/18 22:03:26:446',19,214.348221,-402.282837,1954.827881,64.77,125.73
4683,'2018/02/18 22:03:26:448',19,214.348221,-402.282837,1954.827881,64.77,125.73
4684,'2018/02/18 22:03:26:479',19,211.795593,-411.610321,1951.517578,64.77,125.73
4685,'2018/02/18 22:03:26:481',19,211.795593,-411.610321,1951.517578,64.77,125.73
4686,'2018/02/18 22:03:26:512',19,208.415878,-415.296326,1942.044067,64.77,125.73
4687,'2018/02/18 22:03:26:514',19,208.415878,-415.296326,1942.044067,64.77,125.73
4688,'2018/02/18 22:03:26:548',19,209.841629,-417.81427,1944.228027,64.77,125.73
4689,'2018/02/18 22:03:26:549',19,209.841629,-417.81427,1944.228027,64.77,125.73
4690,'2018/02/18 22:03:26:581',19,210.329163,-418.024811,1945.609131,64.77,125.73
4691,'2018/02/18 22:03:26:582',19,210.329163,-418.024811,1945.609131,64.77,125.73
4692,'2018/02/18 22:03:26:615',19,211.553253,-417.901428,1944.77002,64.77,125.73
4693,'2018/02/18 22:03:26:616',19,211.553253,-417.901428,1944.77002,64.77,125.73
4694,'2018/02/18 22:03:26:648',19,210.473175,-418.274292,1944.915527,64.77,125.73
4695,'2018/02/18 22:03:26:650',19,210.473175,-418.274292,1944.915527,64.77,125.73
4696,'2018/02/18 22:03:26:683',19,207.37001,-420.79422,1942.257935,64.77,125.73
4697,'2018/02/18 22:03:26:684',19,207.37001,-420.79422,1942.257935,64.77,125.73
4698,'2018/02/18 22:03:26:717',19,195.123795,-438.93924,1933.124756,64.77,125.73
4699,'2018/02/18 22:03:26:719',19,195.123795,-438.93924,1933.124756,64.77,125.73
4700,'2018/02/18 22:03:26:750',19,211.279129,-459.584991,1937.156372,64.77,125.73
4701,'2018/02/18 22:03:26:752',19,211.279129,-459.584991,1937.156372,64.77,125.73
4702,'2018/02/18 22:03:26:783',19,216.413818,-473.969421,1940.189697,64.77,125.73
4703,'2018/02/18 22:03:26:785',19,216.413818,-473.969421,1940.189697,64.77,125.73
4704,'2018/02/18 22:03:26:817',19,211.830521,-452.353699,1940.827637,64.77,125.73
4705,'2018/02/18 22:03:26:818',19,211.830521,-452.353699,1940.827637,64.77,125.73
4706,'2018/02/18 22:03:26:850',19,219.410706,-439.774017,1949.27063,64.77,125.73
4707,'2018/02/18 22:03:26:852',19,219.410706,-439.774017,1949.27063,64.77,125.73
4708,'2018/02/18 22:03:26:884',19,218.146088,-428.219177,1951.323486,64.77,125.73
4709,'2018/02/18 22:03:26:886',19,218.146088,-428.219177,1951.323486,64.77,125.73
4710,'2018/02/18 22:03:26:921',19,219.583878,-423.896729,1952.204224,64.77,125.73
4711,'2018/02/18 22:03:26:922',19,219.583878,-423.896729,1952.204224,64.77,125.73
4712,'2018/02/18 22:03:26:954',19,218.128952,-417.97702,1954.630493,64.77,125.73
4713,'2018/02/18 22:03:26:956',19,218.128952,-417.97702,1954.630493,64.77,125.73
4714,'2018/02/18 22:03:26:986',19,216.077759,-412.642212,1956.654297,64.77,125.73
4715,'2018/02/18 22:03:26:987',19,216.077759,-412.642212,1956.654297,64.77,125.73
4716,'2018/02/18 22:03:27:020',19,215.582932,-407.205933,1958.137451,64.77,125.73
4717,'2018/02/18 22:03:27:021',19,215.582932,-407.205933,1958.137451,64.77,125.73
4718,'2018/02/18 22:03:27:054',19,215.927292,-402.681549,1958.913818,64.77,125.73
4719,'2018/02/18 22:03:27:056',19,215.927292,-402.681549,1958.913818,64.77,125.73
4720,'2018/02/18 22:03:27:075',19,216.742706,-396.018829,1961.642334,64.77,125.73
4721,'2018/02/18 22:03:27:080',19,216.742706,-396.018829,1961.642334,64.77,125.73
4722,'2018/02/18 22:03:27:119',19,214.956589,-393.707336,1961.214844,64.77,125.73
4723,'2018/02/18 22:03:27:121',19,214.956589,-393.707336,1961.214844,64.77,125.73
4724,'2018/02/18 22:03:27:151',19,212.181931,-392.917999,1959.386475,64.77,125.73
4725,'2018/02/18 22:03:27:153',19,212.181931,-392.917999,1959.386475,64.77,125.73
4726,'2018/02/18 22:03:27:186',19,207.619232,-398.063019,1957.390015,64.77,125.73
4727,'2018/02/18 22:03:27:188',19,207.619232,-398.063019,1957.390015,64.77,125.73
4728,'2018/02/18 22:03:27:221',19,207.751511,-421.889282,1952.161011,64.77,125.73
4729,'2018/02/18 22:03:27:223',19,207.751511,-421.889282,1952.161011,64.77,125.73
4730,'2018/02/18 22:03:27:254',19,209.585831,-438.579834,1944.942993,64.77,125.73
4731,'2018/02/18 22:03:27:256',19,209.585831,-438.579834,1944.942993,64.77,125.73
4732,'2018/02/18 22:03:27:275',19,211.250763,-446.49884,1940.802124,64.77,125.73
4733,'2018/02/18 22:03:27:280',19,211.250763,-446.49884,1940.802124,64.77,125.73
4734,'2018/02/18 22:03:27:321',19,212.028931,-446.160217,1942.212524,64.77,125.73
4735,'2018/02/18 22:03:27:323',19,212.028931,-446.160217,1942.212524,64.77,125.73
4736,'2018/02/18 22:03:27:356',19,212.384644,-447.82135,1943.518799,64.77,125.73
4737,'2018/02/18 22:03:27:358',19,212.384644,-447.82135,1943.518799,64.77,125.73
4738,'2018/02/18 22:03:27:377',19,211.311508,-451.710785,1946.965332,64.77,125.73
4739,'2018/02/18 22:03:27:381',19,211.311508,-451.710785,1946.965332,64.77,125.73
4740,'2018/02/18 22:03:27:412',19,214.786285,-432.65802,1976.367188,64.77,125.73
4741,'2018/02/18 22:03:27:414',19,214.786285,-432.65802,1976.367188,64.77,125.73
4742,'2018/02/18 22:03:27:447',19,212.203186,-429.851563,1965.955444,64.77,125.73
4743,'2018/02/18 22:03:27:449',19,212.203186,-429.851563,1965.955444,64.77,125.73
4744,'2018/02/18 22:03:27:479',19,211.515656,-427.547791,1961.60498,64.77,125.73
4745,'2018/02/18 22:03:27:481',19,211.515656,-427.547791,1961.60498,64.77,125.73
4746,'2018/02/18 22:03:27:513',19,215.720032,-414.473022,1972.745605,64.77,125.73
4747,'2018/02/18 22:03:27:514',19,215.720032,-414.473022,1972.745605,64.77,125.73
4748,'2018/02/18 22:03:27:546',19,215.42247,-422.431396,1968.837402,64.77,125.73
4749,'2018/02/18 22:03:27:548',19,215.42247,-422.431396,1968.837402,64.77,125.73
4750,'2018/02/18 22:03:27:580',19,216.389145,-425.849335,1967.738037,64.77,125.73
4751,'2018/02/18 22:03:27:581',19,216.389145,-425.849335,1967.738037,64.77,125.73
4752,'2018/02/18 22:03:27:615',19,213.178818,-438.498352,1962.486084,64.77,125.73
4753,'2018/02/18 22:03:27:617',19,213.178818,-438.498352,1962.486084,64.77,125.73
4754,'2018/02/18 22:03:27:651',19,212.287018,-445.300537,1959.52832,64.77,125.73
4755,'2018/02/18 22:03:27:652',19,212.287018,-445.300537,1959.52832,64.77,125.73
4756,'2018/02/18 22:03:27:685',19,211.981888,-445.529968,1958.384155,64.77,125.73
4757,'2018/02/18 22:03:27:687',19,211.981888,-445.529968,1958.384155,64.77,125.73
4758,'2018/02/18 22:03:27:720',19,212.690536,-448.836395,1957.658936,64.77,125.73
4759,'2018/02/18 22:03:27:721',19,212.690536,-448.836395,1957.658936,64.77,125.73
4760,'2018/02/18 22:03:27:754',19,215.87944,-444.611664,1963.660278,64.77,125.73
4761,'2018/02/18 22:03:27:756',19,215.87944,-444.611664,1963.660278,64.77,125.73
4762,'2018/02/18 22:03:27:775',19,220.978043,-433.991272,1974.40564,64.77,125.73
4763,'2018/02/18 22:03:27:780',19,220.978043,-433.991272,1974.40564,64.77,125.73
4764,'2018/02/18 22:03:27:821',19,221.447174,-433.688782,1975.367065,64.77,125.73
4765,'2018/02/18 22:03:27:822',19,221.447174,-433.688782,1975.367065,64.77,125.73
4766,'2018/02/18 22:03:27:854',19,219.05809,-436.832092,1971.768921,64.77,125.73
4767,'2018/02/18 22:03:27:855',19,219.05809,-436.832092,1971.768921,64.77,125.73
4768,'2018/02/18 22:03:27:887',19,218.579681,-435.885406,1971.764526,64.77,125.73
4769,'2018/02/18 22:03:27:889',19,218.579681,-435.885406,1971.764526,64.77,125.73
4770,'2018/02/18 22:03:27:922',19,218.936874,-420.366821,1978.915161,64.77,125.73
4771,'2018/02/18 22:03:27:924',19,218.936874,-420.366821,1978.915161,64.77,125.73
4772,'2018/02/18 22:03:27:955',19,220.573013,-417.016541,1981.20459,64.77,125.73
4773,'2018/02/18 22:03:27:956',19,220.573013,-417.016541,1981.20459,64.77,125.73
4774,'2018/02/18 22:03:27:975',19,222.639557,-419.425354,1980.901123,64.77,125.73
4775,'2018/02/18 22:03:27:980',19,222.639557,-419.425354,1980.901123,64.77,125.73
4776,'2018/02/18 22:03:28:022',19,227.003693,-415.962677,1984.14209,64.77,125.73
4777,'2018/02/18 22:03:28:024',19,227.003693,-415.962677,1984.14209,64.77,125.73
4778,'2018/02/18 22:03:28:055',19,225.410828,-419.317261,1980.355347,64.77,125.73
4779,'2018/02/18 22:03:28:057',19,225.410828,-419.317261,1980.355347,64.77,125.73
4780,'2018/02/18 22:03:28:076',19,224.543427,-422.547028,1977.588745,64.77,125.73
4781,'2018/02/18 22:03:28:080',19,224.543427,-422.547028,1977.588745,64.77,125.73
4782,'2018/02/18 22:03:28:121',19,223.467758,-420.173584,1972.910034,64.77,125.73
4783,'2018/02/18 22:03:28:123',19,223.467758,-420.173584,1972.910034,64.77,125.73
4784,'2018/02/18 22:03:28:154',19,222.740891,-421.174927,1972.91272,64.77,125.73
4785,'2018/02/18 22:03:28:156',19,222.740891,-421.174927,1972.91272,64.77,125.73
4786,'2018/02/18 22:03:28:186',19,217.759033,-424.955627,1962.24939,64.77,125.73
4787,'2018/02/18 22:03:28:188',19,217.759033,-424.955627,1962.24939,64.77,125.73
4788,'2018/02/18 22:03:28:222',19,214.126816,-447.48111,1969.02124,64.77,125.73
4789,'2018/02/18 22:03:28:223',19,214.126816,-447.48111,1969.02124,64.77,125.73
4790,'2018/02/18 22:03:28:255',19,215.343155,-455.752106,1959.619019,64.77,125.73
4791,'2018/02/18 22:03:28:257',19,215.343155,-455.752106,1959.619019,64.77,125.73
4792,'2018/02/18 22:03:28:276',19,215.750778,-461.488495,1967.166626,64.77,125.73
4793,'2018/02/18 22:03:28:280',19,215.750778,-461.488495,1967.166626,64.77,125.73
4794,'2018/02/18 22:03:28:323',19,218.112503,-463.902435,1971.225098,64.77,125.73
4795,'2018/02/18 22:03:28:325',19,218.112503,-463.902435,1971.225098,64.77,125.73
4796,'2018/02/18 22:03:28:330',19,218.112503,-463.902435,1971.225098,64.77,125.73
4797,'2018/02/18 22:03:28:347',19,218.985458,-450.914886,1969.457031,64.77,125.73
4798,'2018/02/18 22:03:28:377',19,217.734116,-449.473938,1966.85437,64.77,125.73
4799,'2018/02/18 22:03:28:393',19,217.734116,-449.473938,1966.85437,64.77,125.73
4800,'2018/02/18 22:03:28:397',19,217.734116,-449.473938,1966.85437,64.77,125.73
4801,'2018/02/18 22:03:28:415',19,213.362152,-443.297913,1961.505493,64.77,125.73
4802,'2018/02/18 22:05:41:324',20,89.305023,-192.688293,968.096619,64.77,0
4803,'2018/02/18 22:05:41:330',20,89.305023,-192.688293,968.096619,64.77,0
4804,'2018/02/18 22:05:41:360',20,89.733612,-191.954514,970.358337,64.77,0
4805,'2018/02/18 22:05:41:363',20,89.733612,-191.954514,970.358337,64.77,0
4806,'2018/02/18 22:05:41:396',20,107.929977,-192.930252,980.839661,64.77,0
4807,'2018/02/18 22:05:41:397',20,107.929977,-192.930252,980.839661,64.77,0
4808,'2018/02/18 22:05:41:429',20,185.945374,-187.659286,973.474304,64.77,0
4809,'2018/02/18 22:05:41:431',20,185.945374,-187.659286,973.474304,64.77,0
4810,'2018/02/18 22:05:41:465',20,130.222855,-183.068939,993.65448,64.77,0
4811,'2018/02/18 22:05:41:466',20,130.222855,-183.068939,993.65448,64.77,0
4812,'2018/02/18 22:05:41:499',20,128.014496,-179.83989,991.575134,64.77,0
4813,'2018/02/18 22:05:41:501',20,128.014496,-179.83989,991.575134,64.77,0
4814,'2018/02/18 22:05:41:534',20,112.321716,-186.227005,979.256775,64.77,0
4815,'2018/02/18 22:05:41:536',20,112.321716,-186.227005,979.256775,64.77,0
4816,'2018/02/18 22:05:41:570',20,99.388062,-189.981308,974.958862,64.77,0
4817,'2018/02/18 22:05:41:572',20,99.388062,-189.981308,974.958862,64.77,0
4818,'2018/02/18 22:05:41:577',20,99.388062,-189.981308,974.958862,64.77,0
4819,'2018/02/18 22:05:41:595',20,86.29126,-196.395065,968.502808,64.77,0
4820,'2018/02/18 22:05:41:638',20,96.541428,-192.095352,973.523682,64.77,0
4821,'2018/02/18 22:05:41:640',20,96.541428,-192.095352,973.523682,64.77,0
4822,'2018/02/18 22:05:41:644',20,96.541428,-192.095352,973.523682,64.77,0
4823,'2018/02/18 22:05:41:662',20,93.868912,-193.68988,971.80835,64.77,0
4824,'2018/02/18 22:05:41:695',20,99.880737,-189.432587,975.096191,64.77,0
4825,'2018/02/18 22:05:41:696',20,99.880737,-189.432587,975.096191,64.77,0
4826,'2018/02/18 22:05:41:731',20,99.885849,-189.234253,974.856262,64.77,0
4827,'2018/02/18 22:05:41:733',20,99.885849,-189.234253,974.856262,64.77,0
4828,'2018/02/18 22:05:41:765',20,99.83725,-189.110413,974.981934,64.77,0
4829,'2018/02/18 22:05:41:767',20,99.83725,-189.110413,974.981934,64.77,0
4830,'2018/02/18 22:05:41:799',20,97.984222,-189.898621,974.237854,64.77,0
4831,'2018/02/18 22:05:41:801',20,97.984222,-189.898621,974.237854,64.77,0
4832,'2018/02/18 22:05:41:833',20,118.726318,-185.57457,982.679321,64.77,0
4833,'2018/02/18 22:05:41:835',20,118.726318,-185.57457,982.679321,64.77,0
4834,'2018/02/18 22:05:41:869',20,116.968719,-184.806396,987.813904,64.77,0
4835,'2018/02/18 22:05:41:870',20,116.968719,-184.806396,987.813904,64.77,0
4836,'2018/02/18 22:05:41:890',20,123.824356,-179.255219,989.244019,64.77,0
4837,'2018/02/18 22:05:41:894',20,123.824356,-179.255219,989.244019,64.77,0
4838,'2018/02/18 22:05:41:924',20,117.363449,-185.037811,982.108337,64.77,0
4839,'2018/02/18 22:05:41:928',20,117.363449,-185.037811,982.108337,64.77,0
4840,'2018/02/18 22:05:41:958',20,118.336273,-185.255493,982.358215,64.77,0
4841,'2018/02/18 22:05:41:962',20,118.336273,-185.255493,982.358215,64.77,0
4842,'2018/02/18 22:05:41:992',20,103.153748,-193.839142,970.506653,64.77,0
4843,'2018/02/18 22:05:41:996',20,103.153748,-193.839142,970.506653,64.77,0
4844,'2018/02/18 22:05:42:029',20,111.249313,-191.070709,975.467773,64.77,0
4845,'2018/02/18 22:05:42:031',20,111.249313,-191.070709,975.467773,64.77,0
4846,'2018/02/18 22:05:42:065',20,119.435852,-188.407272,982.730469,64.77,0
4847,'2018/02/18 22:05:42:067',20,119.435852,-188.407272,982.730469,64.77,0
4848,'2018/02/18 22:05:42:101',20,117.366135,-189.941055,980.00647,64.77,0
4849,'2018/02/18 22:05:42:102',20,117.366135,-189.941055,980.00647,64.77,0
4850,'2018/02/18 22:05:42:134',20,111.9077,-189.364578,978.645325,64.77,0
4851,'2018/02/18 22:05:42:135',20,111.9077,-189.364578,978.645325,64.77,0
4852,'2018/02/18 22:05:42:168',20,118.606094,-187.138672,982.506714,64.77,0
4853,'2018/02/18 22:05:42:170',20,118.606094,-187.138672,982.506714,64.77,0
4854,'2018/02/18 22:05:42:189',20,114.821411,-188.326767,979.765686,64.77,0
4855,'2018/02/18 22:05:42:194',20,114.821411,-188.326767,979.765686,64.77,0
4856,'2018/02/18 22:05:42:238',20,120.570129,-185.651352,984.01709,64.77,0
4857,'2018/02/18 22:05:42:239',20,120.570129,-185.651352,984.01709,64.77,0
4858,'2018/02/18 22:05:42:244',20,120.570129,-185.651352,984.01709,64.77,0
4859,'2018/02/18 22:05:42:262',20,99.119919,-193.950851,970.420959,64.77,0
4860,'2018/02/18 22:05:42:291',20,113.215958,-184.130875,980.857666,64.77,0
4861,'2018/02/18 22:05:42:295',20,113.215958,-184.130875,980.857666,64.77,0
4862,'2018/02/18 22:05:42:325',20,112.625305,-185.292908,980.329468,64.77,0
4863,'2018/02/18 22:05:42:329',20,112.625305,-185.292908,980.329468,64.77,0
